id,origin_zip,destination_zip,equipment_type,origin_city,origin_state,destination_city,destination_state,rate_source,duration,target_rate,avg_rate,max_rate,miles,fuel_surcharge,created_userid,created_at,cache_date,updated_at,updated_userid
189,23701,18407,2,Portsmouth,VA,Carbondale,PA,Rate source1,3,865,929.48,954.17,402.74,0,,53:59.8,30:00.0,53:59.8,
196,24301,29526,2,Pulaski,VA,Conway,SC,Rate source1,3,658.82,685.41,705.97,268.39,0,,54:05.5,30:00.0,54:05.5,
199,44060,30122,2,Kirtland Hills,OH,Lithia Springs,GA,Rate source1,3,1335.36,1417.08,1500.06,679.48,0,,54:08.8,30:00.0,54:08.8,
202,08102,35160,2,Camden,NJ,Talladega,AL,Rate source1,3,1430.35,1504.27,1565.39,878.92,0,,54:11.0,30:00.0,54:11.0,
210,98402,98531,2,Tacoma,WA,Centralia,WA,Rate source1,3,405.34,432.52,459.62,41.52,0,,54:18.3,30:00.0,54:18.3,
141,29650,33572,2,Greer,SC,Apollo Beach,FL,Rate source1,3,1468.97,1526,1590.45,585.97,0,,53:07.5,30:00.0,53:07.5,
148,26062,21201,2,Weirton,WV,Baltimore,MD,Rate source1,3,1065.78,1098.98,1153.19,288.17,0,,53:17.6,30:00.0,53:17.6,
154,52001,04092,2,Center Grove,IA,Westbrook,ME,Rate source1,3,2647.62,2735.18,2867.32,1286.37,0,,53:21.1,30:00.0,53:21.1,
160,43351,30303,2,Upper Sandusky,OH,Atlanta,GA,Rate source1,3,1281.33,1355.07,1429.48,590.29,0,,53:26.9,30:00.0,53:26.9,
168,17756,44139,2,Clarkstown,PA,Cleveland,OH,Rate source1,3,668.6,764.9,823.56,286.18,0,,53:35.3,30:00.0,53:35.3,
173,77002,75201,2,Clutch City,TX,Dallas,TX,Rate source1,3,624.7,656.28,698.16,240.89,0,,53:41.0,30:00.0,53:41.0,
178,24382,08075,2,Stones Mill,VA,Bridgeboro,NJ,Rate source1,3,1277.16,1335.29,1407.63,461.89,0,,53:45.4,30:00.0,53:45.4,
182,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,3,886.23,926.86,1043.98,487.06,0,,53:50.0,30:00.0,53:50.0,
188,77547,75160,2,Galena Park,TX,Terrell,TX,Rate source1,3,633.61,672.39,705.72,251,0,,53:57.8,30:00.0,53:57.8,
191,21201,49651,2,Baltimore,MD,Lake City,MI,,3,961.46,1009.49,1051.08,754.1,0,,54:00.9,30:00.0,54:00.9,
192,71635,62664,2,Crossett,AR,Luther,IL,Rate source1,3,1172.6,1233.67,1299.91,589.69,0,,54:02.1,30:00.0,54:02.1,
195,07102,60451,2,Academy,NJ,New Lenox,IL,Rate source1,3,1153.36,1205.52,1303.54,778.85,0,,54:04.6,30:00.0,54:04.6,
200,17101,21076,2,Harrisburg,PA,Hanover,MD,Rate source1,3,524.11,691.46,757.4,78.88,0,,54:09.8,30:00.0,54:09.8,
206,03038,44017,2,Derry,NH,Berea,OH,Rate source1,3,901.96,997.79,1152.7,654.97,0,,54:13.3,30:00.0,54:13.3,
209,82001,50021,2,Cheyenne,WY,Ankeny,IA,Rate source1,3,793.97,821.05,868.31,654.14,0,,54:17.8,30:00.0,54:17.8,
142,29405,28134,2,Charleston,SC,Pineville,NC,Rate source1,3,690.52,711.45,734.44,199.2,0,,53:08.4,30:00.0,53:08.4,
143,90745,37174,2,Carson,CA,Spring Hill,TN,Rate source1,3,3732.52,3883.22,4003.41,2031.49,0,,53:08.6,30:00.0,53:08.6,
145,62278,80022,2,Grigg,IL,Commerce City,CO,Rate source1,3,2821.35,2885.34,2935.42,865.63,0,,53:12.5,30:00.0,53:12.5,
146,37711,33060,2,Bulls Gap,TN,Pompano Beach,FL,Rate source1,3,1667.9,1742.94,1812.27,865.48,0,,53:15.4,30:00.0,53:15.4,
151,71730,30038,2,El Dorado,AR,Lithonia,GA,,3,1290.78,1383.85,1489.76,601.17,0,,53:18.1,30:00.0,53:18.1,
156,92251,89048,2,Imperial,CA,Crystal,NV,Rate source1,3,950.76,1007.6,1039.07,283.34,0,,53:22.8,30:00.0,53:22.8,
161,21201,46514,2,Baltimore,MD,Elkhart,IN,Rate source1,3,1011.67,1113.06,1178.21,605.09,0,,53:27.3,30:00.0,53:27.3,
163,36104,44128,2,Montgomery,AL,Bedford Heights,OH,Rate source1,3,1121.1,1203.37,1294.14,803.58,0,,53:30.6,30:00.0,53:30.6,
212,17201,33401,2,Aqua,PA,West Palm Beach,FL,Rate source1,3,2231.34,2336.97,2519.04,1082.81,0,,54:21.0,30:00.0,54:21.0,
213,15001,04101,2,Aliquippa,PA,Portland,ME,Rate source1,3,1385.71,1464.45,1544.22,677.71,0,,54:23.1,30:00.0,54:23.1,
214,17701,07094,2,Barbours,PA,Secaucus,NJ,Rate source1,3,724.05,758.51,783.26,179.3,0,,54:23.4,30:00.0,54:23.4,
215,68801,61264,2,Grand Island,NE,Milan,IL,Rate source1,3,964.21,990.98,1018.73,487.24,0,,54:24.8,30:00.0,54:24.8,
216,38611,33060,2,Byhalia,MS,Pompano Beach,FL,Rate source1,3,2259.2,2377.12,2481.38,960.38,0,,54:25.8,30:00.0,54:25.8,
217,77351,75652,2,Livingston,TX,Chapman,TX,Rate source1,3,828.9,850.22,862.46,198.58,0,,54:26.1,30:00.0,54:26.1,
218,31401,03275,2,Savannah,GA,Allenstown,NH,Rate source1,3,2068.59,2173.64,2260.13,1099.14,0,,54:27.6,30:00.0,54:27.6,
219,78040,48875,2,Laredo,TX,Portland,MI,Rate source1,3,2634.64,2707.69,2835.55,1529.54,0,,54:29.1,30:00.0,54:29.1,
220,47012,35203,2,Brookville,IN,Birmingham,AL,Rate source1,3,1164.27,1224.52,1309.85,486.44,0,,54:31.1,30:00.0,54:31.1,
221,19092,46514,2,Philadelphia,PA,Elkhart,IN,Rate source1,3,1075.1,1154.74,1229.22,659.97,0,,54:31.3,30:00.0,54:31.3,
222,75165,37201,2,Waxahachie,TX,Nashville,TN,Rate source1,3,1315.72,1360.27,1436.33,670.64,0,,54:32.8,30:00.0,54:32.8,
223,52001,33106,2,Center Grove,IA,Miami,FL,Rate source1,3,3209.59,3331.43,3393.65,1529.11,0,,54:33.0,30:00.0,54:33.0,
224,98526,70401,2,Amanda Park,WA,Hammond,LA,Rate source1,3,3505.65,3574.66,3649.73,2738.46,0,,54:33.1,30:00.0,54:33.1,
225,75022,70401,2,Flower Mound,TX,Hammond,LA,Rate source1,3,1039.73,1063.21,1099.11,519.11,0,,54:35.6,30:00.0,54:35.6,
226,60601,37055,2,Chicago,IL,Dickson,TN,Rate source1,3,1023.04,1113.98,1244.19,470.9,0,,54:36.3,30:00.0,54:36.3,
227,70601,38401,2,Grand Lake,LA,Columbia,TN,Rate source1,3,1288.46,1357.47,1414.08,675.64,0,,54:37.0,30:00.0,54:37.0,
228,38801,37064,2,Ballardsville,MS,Franklin,TN,Rate source1,3,798.4,923.77,1122.57,213.2,0,,54:37.5,30:00.0,54:37.5,
229,71742,78201,2,Fordyce,AR,Balcones Heights,TX,Rate source1,3,768.64,898.87,1063.95,543.59,0,,54:39.3,30:00.0,54:39.3,
230,29440,43351,2,Georgetown,SC,Upper Sandusky,OH,,3,1053.55,1128.16,1210.55,673.91,0,,54:41.1,30:00.0,54:41.1,
231,61101,38401,2,Rockford,IL,Columbia,TN,Rate source1,3,1149.22,1228.79,1303.03,622.92,0,,54:41.3,30:00.0,54:41.3,
232,31829,31024,2,Columbus,GA,Eatonton,GA,Rate source1,3,547.86,672.36,804.66,92.95,0,,54:42.8,30:00.0,54:42.8,
233,16146,47933,2,Sharon,PA,Crawfordsville,IN,Rate source1,3,705.72,772.94,873.13,430.44,0,,54:42.9,30:00.0,54:42.9,
234,44502,01887,2,Youngstown,OH,Wilmington,MA,Rate source1,3,1305.65,1378.33,1474.05,605.75,0,,54:45.8,30:00.0,54:45.8,
235,29440,28613,2,Georgetown,SC,Conover,NC,Rate source1,3,699.02,726.03,747.16,258.84,0,,54:46.9,30:00.0,54:46.9,
236,65560,74103,2,Doss,MO,Tulsa,OK,Rate source1,3,1304.48,1445.59,1611.97,284.48,0,,54:48.1,30:00.0,54:48.1,
237,75038,37402,2,Irving,TX,Chattanooga,TN,Rate source1,3,1394.98,1452.53,1534.74,797.02,0,,54:49.9,30:00.0,54:49.9,
238,40502,33602,2,Lexington,KY,Tampa,FL,Rate source1,3,2172.23,2239.32,2349.14,819.67,0,,54:50.1,30:00.0,54:50.1,
239,24477,21219,2,Stuarts Draft,VA,Baltimore,MD,Rate source1,3,863.49,974.69,1125.35,209.86,0,,54:52.8,30:00.0,54:52.8,
240,78040,58784,2,Laredo,TX,Belden,ND,Rate source1,3,2062.19,2143.36,2197.4,1624.55,0,,54:53.4,30:00.0,54:53.4,
241,77002,67202,2,Clutch City,TX,Wichita,KS,Rate source1,3,1056.42,1139.55,1289.01,601.5,0,,54:55.3,30:00.0,54:55.3,
242,70438,70090,2,Franklinton,LA,Vacherie,LA,Rate source1,3,839.49,876.15,902.72,42.15,0,,54:56.9,30:00.0,54:56.9,
243,31401,73521,2,Savannah,GA,Altus,OK,Rate source1,3,1589.25,1663.85,1736.84,1183.76,0,,54:58.6,30:00.0,54:58.6,
244,24301,30038,2,Pulaski,VA,Lithonia,GA,Rate source1,3,663.35,715.02,800.88,359.8,0,,55:00.3,30:00.0,55:00.3,
245,15301,17042,2,Washington,PA,Avon,PA,Rate source1,3,878.51,911.95,987.42,208.13,0,,55:02.5,30:00.0,55:02.5,
246,52778,76802,2,Lime City,IA,Brownwood,TX,Rate source1,3,1846.03,2009.43,2147.02,1068.36,0,,55:04.3,30:00.0,55:04.3,
247,79323,60601,2,Denver City,TX,Chicago,IL,Rate source1,3,1633.96,1709.22,1811.86,1191.29,0,,24:58.4,30:00.0,24:58.4,
248,60803,60601,1,Alsip,IL,Chicago,IL,Rate source1,3,1035.59,1227.38,1691.79,8.25,0,,24:58.8,30:00.0,24:58.8,
249,79323,60601,2,Denver City,TX,Chicago,IL,Rate source1,1,1802.74,1863.26,1950.87,1191.29,0,,35:19.5,30:00.0,35:19.5,
250,60803,60601,1,Alsip,IL,Chicago,IL,Rate source1,1,1051.46,1211.17,1814.87,8.25,0,,35:20.0,30:00.0,35:20.0,
251,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,3,909.41,1058.76,1513.97,285.74,0,,36:51.3,30:00.0,36:51.3,
252,42602,55706,1,Aaron,KY,Babbitt,MN,Rate source1,3,1230.88,1294.83,1334.7,523.17,0,,40:27.3,30:00.0,40:27.3,
253,60803,13063,2,Alsip,IL,Fabius,NY,Rate source1,1,1768.79,1914.13,2028.27,713.7,0,,41:44.9,30:00.0,41:44.9,
254,60803,13063,2,Alsip,IL,Fabius,NY,Rate source1,3,1770.77,1913.81,2031.95,714.48,0,,41:44.9,30:00.0,41:44.9,
255,79323,60803,2,Denver City,TX,Alsip,IL,Rate source1,3,1633.81,1709.19,1811.77,1187.35,0,,08:21.1,30:00.0,08:21.1,
256,79323,60803,2,Denver City,TX,Alsip,IL,Rate source1,1,1802.28,1863.17,1950.61,1187.35,0,,08:21.2,30:00.0,08:21.2,
257,60803,10001,2,Alsip,IL,GPO,NY,Rate source1,3,1827.45,1989.68,2120.96,791.34,0,,08:21.9,30:00.0,08:21.9,
258,60803,10001,2,Alsip,IL,GPO,NY,Rate source1,1,1823.12,1987.12,2120.39,791.34,0,,08:22.1,30:00.0,08:22.1,
259,60605,79323,2,Chicago,IL,Denver City,TX,Rate source1,3,2348.66,2402.02,2478.15,1193.43,0,,08:22.9,30:00.0,08:22.9,
260,60605,79323,2,Chicago,IL,Denver City,TX,Rate source1,1,2293.85,2341.78,2408.65,1193.43,0,,08:22.9,30:00.0,08:22.9,
261,31520,71638,2,Altama,GA,Baxter,AR,Rate source1,1,1014.69,1075.72,1150.45,815.16,0,,24:27.5,30:00.0,24:27.5,
262,31520,71638,2,Altama,GA,Baxter,AR,Rate source1,3,1015.53,1078.86,1156.05,815.16,0,,24:28.5,30:00.0,24:28.5,
263,36104,38301,2,Montgomery,AL,Jackson,TN,Rate source1,1,777.25,798.65,822.2,311.97,0,,24:34.2,30:00.0,24:34.2,
264,36104,38301,2,Montgomery,AL,Jackson,TN,Rate source1,3,777.18,793.9,814.23,311.97,0,,24:35.0,30:00.0,24:35.0,
265,60098,54935,2,Bull Valley,IL,Fond Du Lac,WI,Rate source1,1,500.59,546.67,607.13,153.38,0,,24:42.1,30:00.0,24:42.1,
266,60098,54935,2,Bull Valley,IL,Fond Du Lac,WI,Rate source1,3,499.04,541.85,605.82,153.38,0,,24:42.4,30:00.0,24:42.4,
267,52001,01537,2,Center Grove,IA,North Oxford,MA,Rate source1,1,2247.17,2429.02,2613.78,1136.8,0,,24:45.0,30:00.0,24:45.0,
268,47129,62002,2,Cementville,IN,Alton,IL,Rate source1,1,667.93,722.2,757.44,276.46,0,,24:45.6,30:00.0,24:45.6,
269,92335,92584,2,Fontana,CA,Menifee,CA,Rate source1,1,345.83,432.71,477.61,48.75,0,,24:46.1,30:00.0,24:46.1,
270,47129,62002,2,Cementville,IN,Alton,IL,Rate source1,3,663.88,719.38,751.92,276.46,0,,24:46.3,30:00.0,24:46.3,
271,52001,01537,2,Center Grove,IA,North Oxford,MA,Rate source1,3,2217.65,2422.81,2607.7,1136.8,0,,24:47.4,30:00.0,24:47.4,
272,92335,92584,2,Fontana,CA,Menifee,CA,Rate source1,3,345.46,420.12,478.89,48.75,0,,24:48.0,30:00.0,24:48.0,
273,35772,27284,2,Stevenson,AL,Guthrie,NC,Rate source1,1,886.57,937.9,999.68,501.73,0,,24:48.6,30:00.0,24:48.6,
274,35772,27284,2,Stevenson,AL,Guthrie,NC,Rate source1,3,887.3,939.87,1002.38,501.73,0,,24:49.8,30:00.0,24:49.8,
275,45011,04967,2,City View Heights,OH,Pittsfield,ME,Rate source1,1,2154.97,2237.8,2338.07,1073.38,0,,24:49.8,30:00.0,24:49.8,
276,45011,04967,2,City View Heights,OH,Pittsfield,ME,Rate source1,3,2143.4,2233.34,2337.52,1073.38,0,,24:50.4,30:00.0,24:50.4,
277,52001,03833,2,Center Grove,IA,Brentwood,NH,Rate source1,1,2553.6,2756.03,2857.79,1181.38,0,,24:52.1,30:00.0,24:52.1,
278,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,1,888.29,936.95,1060.28,487.06,0,,24:52.1,30:00.0,24:52.1,
279,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,3,890.64,935.51,1053.53,487.06,0,,24:53.2,30:00.0,24:53.2,
280,52001,03833,2,Center Grove,IA,Brentwood,NH,Rate source1,3,2486.54,2752.26,2868.2,1181.38,0,,24:53.6,30:00.0,24:53.6,
281,21201,01103,2,Baltimore,MD,Springfield,MA,Rate source1,1,895.18,987.54,1098.49,323.47,0,,24:54.3,30:00.0,24:54.3,
282,78040,51249,2,Laredo,TX,Cloverdale,IA,Rate source1,1,2197.26,2240.52,2364.06,1168.47,0,,24:54.4,30:00.0,24:54.4,
283,52801,33401,2,Davenport,IA,West Palm Beach,FL,Rate source1,1,3061.72,3156.6,3244.72,1392.88,0,,24:55.6,30:00.0,24:55.6,
284,21201,01103,2,Baltimore,MD,Springfield,MA,Rate source1,3,890.22,983.27,1103.2,323.47,0,,24:56.5,30:00.0,24:56.5,
285,36426,37402,2,Brewton,AL,Chattanooga,TN,Rate source1,1,701.13,746.5,780.57,325.99,0,,24:56.6,30:00.0,24:56.6,
286,78040,51249,2,Laredo,TX,Cloverdale,IA,Rate source1,3,2200.26,2253.24,2370.86,1168.47,0,,24:57.1,30:00.0,24:57.1,
287,52801,33401,2,Davenport,IA,West Palm Beach,FL,Rate source1,3,3056.14,3164.02,3239.18,1392.88,0,,24:58.2,30:00.0,24:58.2,
288,60133,23432,2,Bartlett,IL,Chuckatuck,VA,Rate source1,1,1765.04,1873.74,1957.52,919.4,0,,24:59.5,30:00.0,24:59.5,
289,36426,37402,2,Brewton,AL,Chattanooga,TN,Rate source1,3,721.46,770.7,808.85,325.99,0,,24:59.9,30:00.0,24:59.9,
290,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,1,1356.08,1454.57,1527.34,545.46,0,,25:00.6,30:00.0,25:00.6,
291,60133,23432,2,Bartlett,IL,Chuckatuck,VA,Rate source1,3,1757.96,1872.49,1956.58,919.4,0,,25:01.2,30:00.0,25:01.2,
292,43351,30303,2,Upper Sandusky,OH,Atlanta,GA,Rate source1,1,1287.63,1360.12,1433.46,590.29,0,,25:03.3,30:00.0,25:03.3,
293,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,3,1359.19,1452.97,1526.61,545.46,0,,25:03.6,30:00.0,25:03.6,
294,12202,16037,2,Albany,NY,Harmony,PA,Rate source1,1,719.81,,1037.62,469.75,0,,25:03.7,30:00.0,25:03.7,
295,12202,16037,2,Albany,NY,Harmony,PA,Rate source1,3,721.26,852.37,1036.83,469.75,0,,25:05.5,30:00.0,25:05.5,
296,43351,30303,2,Upper Sandusky,OH,Atlanta,GA,Rate source1,3,1285.36,1357.35,1431.89,590.29,0,,25:06.9,30:00.0,25:06.9,
297,43725,04401,2,Cambridge,OH,Bangor,ME,Rate source1,1,2039.35,2125.65,2228.3,966.91,0,,25:07.5,30:00.0,25:07.5,
298,29405,28134,2,Charleston,SC,Pineville,NC,Rate source1,1,683.95,707.69,731.15,199.2,0,,25:08.2,30:00.0,25:08.2,
299,43725,04401,2,Cambridge,OH,Bangor,ME,Rate source1,3,2065.21,2147.19,2256.11,966.91,0,,25:09.8,30:00.0,25:09.8,
300,29405,28134,2,Charleston,SC,Pineville,NC,Rate source1,3,688.25,711.44,734.04,199.2,0,,25:10.2,30:00.0,25:10.2,
301,17257,85201,2,Cleversburg,PA,Mesa,AZ,Rate source1,1,3377.28,3635.91,3696.17,2261.13,0,,25:11.2,30:00.0,25:11.2,
302,77662,15901,2,North Vidor,TX,Johnstown,PA,Rate source1,1,2661.01,2766,2856.43,1358.24,0,,25:12.8,30:00.0,25:12.8,
303,17257,85201,2,Cleversburg,PA,Mesa,AZ,Rate source1,3,3404.7,3643.14,3689.01,2261.13,0,,25:13.5,30:00.0,25:13.5,
304,77662,15901,2,North Vidor,TX,Johnstown,PA,Rate source1,3,2669.38,2767.97,2861.65,1358.24,0,,25:15.3,30:00.0,25:15.3,
308,70112,78201,2,New Orleans,LA,Balcones Heights,TX,Rate source1,3,853.92,905.26,991.33,547.08,0,,25:20.6,30:00.0,25:20.6,
313,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,3,1000.94,1049.14,1110.56,549.35,0,,25:27.8,30:00.0,25:27.8,
316,75941,78201,2,Burke,TX,Balcones Heights,TX,Rate source1,3,636.61,718.18,786.77,345.35,0,,25:33.5,30:00.0,25:33.5,
322,44203,53202,2,Akron,OH,Milwaukee,WI,Rate source1,3,727.4,790.73,871.43,451.89,0,,25:42.8,30:00.0,25:42.8,
327,60601,19092,2,Chicago,IL,Philadelphia,PA,Rate source1,3,1767.41,1867.33,2002.81,755.19,0,,25:47.6,30:00.0,25:47.6,
330,40502,53702,2,Lexington,KY,Madison,WI,Rate source1,3,741.87,801.05,868.91,518.33,0,,25:55.8,30:00.0,25:55.8,
332,77002,75078,2,Clutch City,TX,Prosper,TX,Rate source1,3,609.85,645.68,953.26,256.08,0,,26:04.1,30:00.0,26:04.1,
334,17011,06850,2,Camp Hill,PA,Norwalk,CT,Rate source1,3,718.07,801.41,859.38,221.1,0,,26:09.3,30:00.0,26:09.3,
336,43351,28075,2,Upper Sandusky,OH,Harrisburg,NC,Rate source1,3,1221.23,1279.86,1386.02,483.71,0,,26:15.8,30:00.0,26:15.8,
338,80012,78201,2,Aurora,CO,Balcones Heights,TX,Rate source1,3,1258.44,1284.11,1299.69,933.71,0,,26:19.8,30:00.0,26:19.8,
340,43351,28202,2,Upper Sandusky,OH,Charlotte,NC,Rate source1,3,1232.28,1290.5,1398.72,484.45,0,,26:25.8,30:00.0,26:25.8,
343,24382,27401,2,Stones Mill,VA,Greensboro,NC,Rate source1,3,678.38,779.98,806.4,116.75,0,,26:32.9,30:00.0,26:32.9,
345,52001,18015,2,Center Grove,IA,Bethlehem,PA,Rate source1,3,2013.56,2137.91,2309.16,918.69,0,,26:36.3,30:00.0,26:36.3,
348,27284,11763,2,Guthrie,NC,Gordon Heights,NY,Rate source1,3,1214.47,1280.48,1387.98,585.73,0,,26:41.3,30:00.0,26:41.3,
350,62040,67062,2,Granite City,IL,Hesston,KS,Rate source1,3,1159.84,1189.88,1284.07,458.01,0,,26:43.6,30:00.0,26:43.6,
351,33563,32601,2,Plant City,FL,Gainesville,FL,Rate source1,3,480.53,508.86,548.27,131.86,0,,26:45.6,30:00.0,26:45.6,
352,21201,22801,2,Baltimore,MD,Harrisonburg,VA,Rate source1,3,722.17,995.73,1289.28,157.29,0,,26:51.0,30:00.0,26:51.0,
355,78040,37743,2,Laredo,TX,Baileyton,TN,Rate source1,3,2254.29,2364.85,2441.6,1202.23,0,,26:57.5,30:00.0,26:57.5,
357,19067,33801,2,Lower Makefield,PA,Lakeland,FL,Rate source1,3,2163.77,2255.71,2318,1050.49,0,,27:03.0,30:00.0,27:03.0,
359,78040,13146,2,Laredo,TX,Savannah,NY,Rate source1,3,3721.01,3760.91,3783.28,1871.71,0,,27:10.1,30:00.0,27:10.1,
361,18701,07094,2,Wilkes Barre,PA,Secaucus,NJ,Rate source1,3,509.89,687.8,704.69,111.67,0,,27:18.4,30:00.0,27:18.4,
363,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,3,720.93,770.6,828.48,436.48,0,,27:25.0,30:00.0,27:25.0,
366,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,3,933.22,1012.77,1106.92,601.86,0,,27:31.5,30:00.0,27:31.5,
368,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,3,5025.3,5177.57,5275.95,2793.44,0,,27:35.8,30:00.0,27:35.8,
369,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1491.89,1586.35,1682.38,974.21,0,,27:40.3,30:00.0,27:40.3,
370,50021,79022,2,Ankeny,IA,Dalhart,TX,Rate source1,3,1683.41,1830.28,1960.87,798.08,0,,27:43.3,30:00.0,27:43.3,
305,43351,28301,2,Upper Sandusky,OH,East Fayetteville,NC,Rate source1,,1309.45,1381.26,1454.07,558.89,0,,25:15.8,30:00.0,25:15.8,
309,60107,44017,2,Streamwood,IL,Berea,OH,Rate source1,1,966.87,1018.46,1068.15,382.98,0,,25:20.9,30:00.0,25:20.9,
312,15122,64101,2,Pittsburgh,PA,Kansas City,MO,Rate source1,1,1510.93,1614.32,,840,0,,25:26.8,30:00.0,25:26.8,
315,15001,02451,2,Aliquippa,PA,North Waltham,MA,Rate source1,1,1181.78,1265.07,1350.62,569.44,0,,25:32.3,30:00.0,25:32.3,
319,29501,12015,2,Florence,SC,Athens,NY,Rate source1,1,1565.13,1628.7,1692.63,785.04,0,,25:39.1,30:00.0,25:39.1,
320,92251,85901,2,Imperial,CA,Show Low,AZ,Rate source1,1,1025.19,1053.04,1116.85,437.1,0,,25:40.5,30:00.0,25:40.5,
323,72201,30071,2,Little Rock,AR,Berkeley Lake,GA,Rate source1,1,1251.47,1325.26,1438.84,542.51,0,,25:42.8,30:00.0,25:42.8,
306,70112,78201,2,New Orleans,LA,Balcones Heights,TX,Rate source1,1,857.01,906.06,1001.1,547.08,0,,25:19.8,30:00.0,25:19.8,
311,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,1,998.36,1046.82,1107.34,549.35,0,,25:26.1,30:00.0,25:26.1,
317,75941,78201,2,Burke,TX,Balcones Heights,TX,Rate source1,1,637.48,717.72,788.78,345.35,0,,25:33.5,30:00.0,25:33.5,
321,44203,53202,2,Akron,OH,Milwaukee,WI,Rate source1,1,726.02,792.9,882.22,451.89,0,,25:42.1,30:00.0,25:42.1,
328,60601,19092,2,Chicago,IL,Philadelphia,PA,Rate source1,1,1772.72,1877.7,2009.82,755.19,0,,25:49.1,30:00.0,25:49.1,
329,40502,53702,2,Lexington,KY,Madison,WI,Rate source1,1,741.96,802.16,868.54,518.33,0,,25:55.1,30:00.0,25:55.1,
331,77002,75078,2,Clutch City,TX,Prosper,TX,Rate source1,1,608.62,645.29,919.71,256.08,0,,26:01.8,30:00.0,26:01.8,
333,17011,06850,2,Camp Hill,PA,Norwalk,CT,Rate source1,1,718.57,802.18,866.05,221.1,0,,26:06.0,30:00.0,26:06.0,
335,43351,28075,2,Upper Sandusky,OH,Harrisburg,NC,Rate source1,1,1225.17,1282.13,1386.77,483.71,0,,26:13.3,30:00.0,26:13.3,
337,80012,78201,2,Aurora,CO,Balcones Heights,TX,Rate source1,1,1229,1254.08,1273.54,933.71,0,,26:17.3,30:00.0,26:17.3,
339,43351,28202,2,Upper Sandusky,OH,Charlotte,NC,Rate source1,1,1236.58,1292.03,1398.66,484.45,0,,26:21.0,30:00.0,26:21.0,
341,24382,27401,2,Stones Mill,VA,Greensboro,NC,Rate source1,1,697.23,776.86,801.19,116.75,0,,26:27.0,30:00.0,26:27.0,
342,52001,18015,2,Center Grove,IA,Bethlehem,PA,Rate source1,1,2014.87,2151.41,2303.73,918.69,0,,26:29.6,30:00.0,26:29.6,
344,27284,11763,2,Guthrie,NC,Gordon Heights,NY,Rate source1,1,1218.24,1285.67,1394.68,585.73,0,,26:33.8,30:00.0,26:33.8,
346,62040,67062,2,Granite City,IL,Hesston,KS,Rate source1,1,1148.21,1181.19,1246.7,458.01,0,,26:36.3,30:00.0,26:36.3,
347,33563,32601,2,Plant City,FL,Gainesville,FL,Rate source1,1,480.23,504.05,548.14,131.86,0,,26:37.8,30:00.0,26:37.8,
349,21201,22801,2,Baltimore,MD,Harrisonburg,VA,Rate source1,1,721.72,1002.4,1308.91,157.29,0,,26:42.8,30:00.0,26:42.8,
353,78040,37743,2,Laredo,TX,Baileyton,TN,Rate source1,1,2249.83,2356.4,2435.77,1202.23,0,,26:51.5,30:00.0,26:51.5,
354,19067,33801,2,Lower Makefield,PA,Lakeland,FL,Rate source1,1,2171.29,2257.93,2313.69,1050.49,0,,26:56.0,30:00.0,26:56.0,
356,78040,13146,2,Laredo,TX,Savannah,NY,Rate source1,1,3729.43,3772.81,3795.43,1871.71,0,,27:01.9,30:00.0,27:01.9,
358,18701,07094,2,Wilkes Barre,PA,Secaucus,NJ,Rate source1,1,514.49,692.9,706.59,111.67,0,,27:08.8,30:00.0,27:08.8,
360,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,1,720.74,771.53,831.11,436.48,0,,27:14.1,30:00.0,27:14.1,
362,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,1,932.24,1009.09,1104.97,601.86,0,,27:19.6,30:00.0,27:19.6,
364,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,1,5056.33,5178.5,5263.04,2793.44,0,,27:25.5,30:00.0,27:25.5,
365,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,1,1491.68,1586.57,1694.39,974.21,0,,27:30.6,30:00.0,27:30.6,
367,50021,79022,2,Ankeny,IA,Dalhart,TX,Rate source1,1,1688.86,1834.24,1962.26,798.08,0,,27:35.5,30:00.0,27:35.5,
307,43351,28301,2,Upper Sandusky,OH,East Fayetteville,NC,Rate source1,3,1306.53,1377.08,1456.61,558.89,0,,25:20.3,30:00.0,25:20.3,
310,60107,44017,2,Streamwood,IL,Berea,OH,Rate source1,3,971.03,1019.1,1067.98,382.98,0,,25:24.1,30:00.0,25:24.1,
314,15122,64101,2,Pittsburgh,PA,Kansas City,MO,Rate source1,3,1511.93,1619.06,1758.65,840,0,,25:29.4,30:00.0,25:29.4,
