id,origin_zip,destination_zip,equipment_type,origin_city,origin_state,destination_city,destination_state,rate_source,duration,target_rate,avg_rate,max_rate,miles,fuel_surcharge,created_userid,created_at,cache_date,updated_at,updated_userid
511,92054,80012,2,Oceanside,CA,Aurora,CO,Rate source1,3,2987.39,3038.65,3169.26,1056.34,0,,42:48.7,30:00.0,42:48.7,
512,60601,75201,2,Chicago,IL,Dallas,TX,Rate source1,3,1882.7,1953.69,2077.89,919.17,0,,42:49.1,30:00.0,42:49.1,
513,52801,99362,2,Davenport,IA,Walla Walla,WA,Rate source1,3,3682.5,3744.33,3810.57,1815.81,0,,42:49.6,30:00.0,42:49.6,
514,85338,21201,2,Goodyear,AZ,Baltimore,MD,Rate source1,3,4629.48,4785.38,4949.62,2357.48,0,,42:49.9,30:00.0,42:49.9,
515,60803,10001,2,Alsip,IL,GPO,NY,Rate source1,3,1775.51,1948.76,2055.04,791.34,0,,43:52.1,30:00.0,43:52.1,
516,60605,79323,2,Chicago,IL,Denver City,TX,Rate source1,3,2304.68,2332.1,2371.56,1193.43,0,,43:53.1,30:00.0,43:53.1,
517,14013,93545,1,Alabama,NY,Alabama Hills,CA,Rate source1,3,3485.7,3608.26,3687.83,2665.99,0,,57:59.7,30:00.0,57:59.7,
518,60803,13063,2,Alsip,IL,Fabius,NY,Rate source1,3,1734.86,1873,1979.64,709.76,0,,12:07.4,30:00.0,12:07.4,
519,60803,13063,2,Alsip,IL,Fabius,NY,Rate source2,3,1389.53,1181.1,1794.78,0,0,,13:36.7,30:00.0,13:36.7,
520,60803,13063,1,Alsip,IL,Fabius,NY,Rate source1,3,2636.71,2699.04,3016.83,674.44,0,,23:10.4,30:00.0,23:10.4,
521,60803,13063,1,Alsip,IL,Fabius,NY,Rate source2,3,1722.13,1463.81,1934.18,0,0,,23:10.4,30:00.0,23:10.4,
522,60803,13063,2,Alsip,IL,Fabius,NY,Rate source1,3,1729.91,1867.59,1971.23,708.01,0,,12:40.4,30:00.0,12:40.4,
523,60803,13063,2,Alsip,IL,Fabius,NY,Rate source2,3,1381.87,1174.59,1777.36,0,0,,13:14.4,30:00.0,13:14.4,
524,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2698.74,2812.32,3159.19,1047,0,,06:18.0,30:00.0,06:18.0,
525,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2689.89,2811.83,3157.7,1045.39,0,,16:56.6,30:00.0,16:56.6,
526,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,2,2671.61,2861.5,2915.03,1145.54,0,,18:38.9,30:00.0,18:38.9,
527,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,1,2705.38,2856.39,2907.46,1150.54,0,,18:38.9,30:00.0,18:38.9,
528,31001,55706,2,Abbeville,GA,Babbitt,MN,Rate source1,3,1867.6,1951.98,2074.38,1154.32,0,,22:51.3,30:00.0,22:51.3,
529,31001,55706,2,Abbeville,GA,Babbitt,MN,Rate source1,1,1904.16,1964.93,2070.85,1151.62,0,,22:51.3,30:00.0,22:51.3,
530,49927,13063,2,Gaastra,MI,Fabius,NY,Rate source1,3,2375.78,2448.5,2483.52,981.6,0,,55:31.1,30:00.0,55:31.1,
531,49927,13063,2,Gaastra,MI,Fabius,NY,Rate source1,1,2366.23,2436.98,2472.92,975.13,0,,55:31.1,30:00.0,55:31.1,
532,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2763.76,2894.04,3181.05,1045.54,0,,26:33.9,30:00.0,26:33.9,
533,17026,14103,2,Fredericksburg,PA,Medina,NY,Rate source1,3,783.43,808.68,843.14,281.57,0,,09:37.1,30:00.0,09:37.1,
534,17026,14103,2,Fredericksburg,PA,Medina,NY,Rate source2,3,731.29,677.75,792.28,0,0,,09:37.3,30:00.0,09:37.3,
535,35490,37402,2,Vance,AL,Chattanooga,TN,Rate source1,3,774.38,901.52,1158.9,212.51,0,,09:38.0,30:00.0,09:38.0,
536,35490,37064,2,Vance,AL,Franklin,TN,Rate source1,3,774.38,901.52,1158.9,254.15,0,,09:38.5,30:00.0,09:38.5,
537,35490,37402,2,Vance,AL,Chattanooga,TN,Rate source2,3,610.87,545,636,0,0,,09:40.6,30:00.0,09:40.6,
538,35490,37064,2,Vance,AL,Franklin,TN,Rate source2,3,703.69,600,800,0,0,,09:43.0,30:00.0,09:43.0,
539,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2766.47,2901.48,3185.47,1045.53,0,,15:09.4,30:00.0,15:09.4,
540,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,3,2190.62,2016.32,2245.85,0,0,,15:09.4,30:00.0,15:09.4,
541,60803,60601,2,Alsip,IL,Chicago,IL,Rate source1,3,360.85,424.73,504.66,56.84,0,,54:44.8,30:00.0,54:44.8,
542,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,1,2629.48,2798.7,2882.53,1124.08,0,,29:44.3,30:00.0,29:44.3,
543,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2781.38,2910.46,3193.87,1048.52,0,,25:26.4,30:00.0,25:26.4,
544,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2841.08,2988.04,3200.27,1043.39,0,,02:25.0,30:00.0,02:25.0,
545,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2823.73,2955.87,3202.22,1045.98,0,,03:07.1,30:00.0,03:07.1,
546,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,997.02,1051.48,1130.61,461.54,0,,56:49.3,30:00.0,56:49.3,
547,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2710.25,2945.45,3150.06,1043.33,0,,03:43.7,30:00.0,03:43.7,
548,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,3,2555.21,2675.48,2738.13,1056.47,0,,35:35.1,30:00.0,35:35.1,
549,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,3,2714.2,2953.1,3159.39,1043.74,0,,42:23.6,30:00.0,42:23.6,
550,60803,49927,2,Alsip,IL,Gaastra,MI,Rate source1,3,716.97,749.81,813.21,334.9,0,,56:47.7,30:00.0,56:47.7,
551,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1002.44,1061.6,1135.59,462.9,0,,14:19.7,30:00.0,14:19.7,
552,60803,80033,1,Alsip,IL,Denver,CO,Rate source1,3,2588.83,2706.06,2766.09,1061.26,0,,29:26.4,30:00.0,29:26.4,
553,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2779.95,3014.87,3205.48,1045.96,0,,13:01.7,30:00.0,13:01.7,
554,50238,41007,2,Bethlehem,IA,California,KY,Rate source1,3,1084.65,1156.68,1269.47,538.4,0,,22:18.8,30:00.0,22:18.8,
555,56667,30450,2,Alaska,MN,Aaron,GA,Rate source1,3,2320.1,2375.14,2432.58,1236.7,0,,13:24.3,30:00.0,13:24.3,
556,56667,30450,2,Alaska,MN,Aaron,GA,Rate source2,3,2447.05,2079.99,2525.09,0,0,,16:27.9,30:00.0,16:27.9,
557,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,3,958.12,1011.41,1099.73,549.35,0,,59:40.6,30:00.0,59:40.6,
558,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,3,725.31,778.83,865.31,436.48,0,,59:41.0,30:00.0,59:41.0,
559,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,3,1489.87,1585.32,1714.44,545.46,0,,59:41.5,30:00.0,59:41.5,
560,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,3,988.65,1063.81,1128.23,601.86,0,,59:42.2,30:00.0,59:42.2,
561,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,3,5012.73,5199.93,5281.43,2793.44,0,,59:42.6,30:00.0,59:42.6,
562,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1472.76,1623.61,1704.42,974.21,0,,59:43.1,30:00.0,59:43.1,
563,60803,80222,2,Alsip,IL,Denver,CO,Rate source1,3,2866.72,3034.72,3188.31,1051.43,0,,52:16.0,30:00.0,52:16.0,
564,60803,80222,2,Alsip,IL,Denver,CO,Rate source2,3,2386.03,2084.16,2743.93,0,0,,53:19.0,30:00.0,53:19.0,
565,60803,80012,0,Alsip,IL,Aurora,CO,Rate source2,3,2778.72,2533.23,3217.42,0,0,,03:35.1,30:00.0,03:35.1,
566,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2873.84,3045.03,3203.7,1052.13,0,,04:14.8,30:00.0,04:14.8,
567,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,3,2386.03,2091.62,2428.63,0,0,,04:14.8,30:00.0,04:14.8,
568,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1010.31,1076.63,1142.42,463.67,0,,51:43.0,30:00.0,51:43.0,
569,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2873.69,3038.4,3199.12,1052.86,0,,51:51.4,30:00.0,51:51.4,
570,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2846.13,3045.12,3202.59,1052.77,0,,13:30.3,30:00.0,13:30.3,
571,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1014.41,1081.43,1152.21,463.17,0,,01:58.1,30:00.0,01:58.1,
572,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,1,1023.54,1090.38,1171.17,464.57,0,,01:58.1,30:00.0,01:58.1,
573,60803,60601,2,Alsip,IL,Chicago,IL,Rate source1,3,348.69,411.97,494.26,54.3,0,,56:11.0,30:00.0,56:11.0,
574,60803,60602,2,Alsip,IL,Chicago,IL,Rate source1,3,348.69,411.97,494.26,54.3,0,,56:31.0,30:00.0,56:31.0,
575,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source1,3,1159.32,1213.92,1262.58,742.86,0,,57:32.5,30:00.0,57:32.5,
576,60601,62930,2,Chicago,IL,Beulah Heights,IL,Rate source1,3,832.08,879.15,923.27,331.56,0,,57:37.9,30:00.0,57:37.9,
577,60601,62930,2,Chicago,IL,Beulah Heights,IL,Rate source2,3,710.24,680.49,801.65,0,0,,58:40.1,30:00.0,58:40.1,
578,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source2,3,1097.58,1023.7,1126.9,0,0,,05:14.9,30:00.0,05:14.9,
579,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source1,2,1162.71,1216.76,1265.11,742.23,0,,09:07.2,30:00.0,09:07.2,
580,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source1,4,1158.03,1212.83,1261.5,743.2,0,,09:07.2,30:00.0,09:07.2,
581,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source2,5,1104.9,991.3,1115.14,0,0,,09:07.2,30:00.0,09:07.2,
582,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source2,4,1101.19,1013.62,1122.51,0,0,,09:07.2,30:00.0,09:07.2,
583,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,3,2850.92,3047.01,3207.4,1054.07,0,,12:38.7,30:00.0,12:38.7,
584,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,2,2839.54,3051.32,3211.54,1054.67,0,,12:38.7,30:00.0,12:38.7,
585,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,4,2855.77,3045.52,3206.29,1053.55,0,,12:38.7,30:00.0,12:38.7,
586,60803,80014,2,Alsip,IL,Aurora,CO,Rate source2,5,2075.45,1764.13,2619.88,0,0,,12:38.7,30:00.0,12:38.7,
587,60803,80014,2,Alsip,IL,Aurora,CO,Rate source2,4,2076.18,1764.76,2638.79,0,0,,12:38.7,30:00.0,12:38.7,
588,60803,80014,2,Alsip,IL,Aurora,CO,Rate source2,3,2075.75,1764.39,2674.24,0,0,,12:38.7,30:00.0,12:38.7,
589,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2796.88,2957.86,3119.82,1049.03,0,,55:01.7,30:00.0,55:01.7,
590,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,2,2765.31,2933.12,3095.84,1047.81,0,,55:01.7,30:00.0,55:01.7,
591,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,4,2818.83,2980.08,3144.21,1050.74,0,,55:01.7,30:00.0,55:01.7,
592,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,5,2277.54,2079.16,2492.6,0,0,,57:26.7,30:00.0,57:26.7,
593,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,4,2280.61,2079.16,2497.11,0,0,,57:26.7,30:00.0,57:26.7,
594,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,3,2302.15,2079.16,2545.65,0,0,,57:26.7,30:00.0,57:26.7,
595,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,1,1253.04,1363.69,1485.07,483.66,0,,19:25.6,30:00.0,19:25.6,
596,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source2,200,1069.88,994.63,1080.73,0,0,,19:51.0,30:00.0,19:51.0,
597,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source1,1,895.46,964.61,1016.9,313.05,0,,09:39.1,30:00.0,09:39.1,
598,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source2,360,858.45,729.69,966.18,0,0,,10:05.7,30:00.0,10:05.7,
599,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source2,365,858.45,729.69,966.18,0,0,,10:05.8,30:00.0,10:05.8,
600,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source1,1,894.06,960.04,1016.78,313.11,0,,31:54.9,30:00.0,31:54.9,
601,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source2,200,866.71,736.7,954.54,0,0,,32:17.4,30:00.0,32:17.4,
602,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source2,250,866.71,736.7,954.54,0,0,,32:17.4,30:00.0,32:17.4,
603,60803,45662,2,Alsip,IL,Portsmouth,OH,Rate source2,300,866.71,736.7,954.54,0,0,,32:17.4,30:00.0,32:17.4,
604,42602,30450,1,Aaron,KY,Aaron,GA,Rate source1,3,1574.36,1628.51,1691.18,532.89,0,,07:51.2,30:00.0,07:51.2,
605,52001,19709,2,Center Grove,IA,Middletown,DE,Rate source1,3,1991.35,2150.32,2291.58,0,0,,35:42.4,30:00.0,35:42.4,
606,61244,83543,2,Babcock,IL,Nezperce,ID,Rate source1,3,3652.38,3736.74,3839.57,0,0,,35:42.5,30:00.0,35:42.5,
607,80012,77301,2,Aurora,CO,Beach,TX,Rate source1,3,1158.03,1197.23,1244.63,0,0,,35:44.2,30:00.0,35:44.2,
608,40502,75090,2,Lexington,KY,Sherman,TX,Rate source1,3,1887.39,1949.53,2016.26,0,0,,35:44.9,30:00.0,35:44.9,
609,61101,77301,2,Rockford,IL,Beach,TX,Rate source1,3,1931.26,2048.08,2151.57,0,0,,35:46.2,30:00.0,35:46.2,
610,52001,16662,2,Center Grove,IA,Martinsburg,PA,Rate source1,3,1684.5,1795.18,1888.31,0,0,,35:47.6,30:00.0,35:47.6,
611,53080,15901,2,Saukville,WI,Johnstown,PA,Rate source1,3,1511.91,1597.1,1710.62,0,0,,35:49.9,30:00.0,35:49.9,
612,92376,85701,2,Rialto,CA,Tucson,AZ,Rate source1,3,1080.77,1137.51,1205.07,0,0,,35:50.4,30:00.0,35:50.4,
613,17201,70112,2,Aqua,PA,New Orleans,LA,Rate source1,3,2073.91,2110.58,2133.95,0,0,,35:52.0,30:00.0,35:52.0,
614,33563,33880,2,Plant City,FL,Eloise,FL,Rate source1,3,403.75,451.34,499.91,0,0,,35:52.7,30:00.0,35:52.7,
615,75119,70401,2,Ennis,TX,Hammond,LA,Rate source1,3,1026.11,1051.01,1079.67,0,0,,35:54.4,30:00.0,35:54.4,
616,78040,46307,2,Laredo,TX,Crown Point,IN,Rate source1,3,2513.58,2587.49,2697.33,0,0,,35:55.7,30:00.0,35:55.7,
617,52001,33106,2,Center Grove,IA,Miami,FL,Rate source1,3,3172.46,3314.13,3368.91,0,0,,35:56.4,30:00.0,35:56.4,
618,08102,27030,2,Camden,NJ,Mount Airy,NC,Rate source1,3,885.81,935.62,1027.51,0,0,,35:58.4,30:00.0,35:58.4,
619,72201,30071,2,Little Rock,AR,Berkeley Lake,GA,Rate source1,3,1269.73,1355.66,1469.05,0,0,,35:58.9,30:00.0,35:58.9,
620,61602,15901,2,Peoria,IL,Johnstown,PA,Rate source1,3,1429.01,1498.41,1627.72,0,0,,36:00.2,30:00.0,36:00.2,
621,71730,30038,2,El Dorado,AR,Lithonia,GA,Rate source1,3,1313.94,1395.51,1508.87,0,0,,36:00.7,30:00.0,36:00.7,
622,65802,66025,2,Springfield,MO,Eudora,KS,Rate source1,3,1337.35,1459.5,1734.59,0,0,,36:01.7,30:00.0,36:01.7,
623,78040,44117,2,Laredo,TX,Cleveland,OH,Rate source1,3,2830.82,2892.97,2933.42,0,0,,36:04.1,30:00.0,36:04.1,
624,90745,37174,2,Carson,CA,Spring Hill,TN,Rate source1,3,3727.12,3872.54,3999.03,0,0,,36:05.4,30:00.0,36:05.4,
625,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,3,879.79,940.14,1054.07,0,0,,36:06.9,30:00.0,36:06.9,
626,66101,81625,2,Kansas City,KS,Craig,CO,Rate source1,3,2296.35,2322.72,2354.07,0,0,,36:07.6,30:00.0,36:07.6,
627,52801,33901,2,Davenport,IA,Fort Myers,FL,Rate source1,3,3031.13,3108.43,3208.54,0,0,,36:08.1,30:00.0,36:08.1,
628,29340,28801,2,Gaffney,SC,Asheville,NC,Rate source1,3,711.7,819.94,951.82,0,0,,36:09.9,30:00.0,36:09.9,
629,72370,72315,2,Osceola,AR,Blytheville,AR,Rate source1,3,821.52,905.48,1051.62,0,0,,36:10.1,30:00.0,36:10.1,
630,76031,21201,2,Cleburne,TX,Baltimore,MD,Rate source1,3,2674.1,2743.82,2888.82,0,0,,36:12.2,30:00.0,36:12.2,
631,17701,07094,2,Barbours,PA,Secaucus,NJ,Rate source1,3,707.81,748.46,797.72,0,0,,36:14.1,30:00.0,36:14.1,
632,78040,48875,2,Laredo,TX,Portland,MI,Rate source1,3,2610.2,2671.69,2803.23,0,0,,36:15.9,30:00.0,36:15.9,
633,47012,35203,2,Brookville,IN,Birmingham,AL,Rate source1,3,1174.02,1230.3,1306.01,0,0,,36:16.6,30:00.0,36:16.6,
634,47129,45133,2,Cementville,IN,Allensburg,OH,Rate source1,3,730.94,761.54,779.25,0,0,,38:22.4,30:00.0,38:22.4,
635,43351,30680,2,Upper Sandusky,OH,Winder,GA,Rate source1,3,1301.1,1388.7,1458.47,0,0,,38:27.7,30:00.0,38:27.7,
636,34736,32601,2,Groveland,FL,Gainesville,FL,Rate source1,3,472.28,489.22,516.04,0,0,,38:29.2,30:00.0,38:29.2,
637,93277,92324,1,Visalia,CA,Colton,CA,Rate source1,3,1052.92,1518.89,2039.45,0,0,,38:29.2,30:00.0,38:29.2,
638,54935,36602,2,Fond Du Lac,WI,Mobile,AL,Rate source1,3,1834.52,1902.08,1979.97,0,0,,38:35.7,30:00.0,38:35.7,
639,06249,13669,1,Exeter,CT,Ogdensburg,NY,Rate source1,3,789.59,920.02,1112.59,0,0,,38:41.9,30:00.0,38:41.9,
640,77701,75201,2,Beaumont,TX,Dallas,TX,Rate source1,3,648.68,684.34,744.83,0,0,,38:44.7,30:00.0,38:44.7,
641,52001,14604,2,Center Grove,IA,Rochester,NY,Rate source1,3,1721.03,1782.1,1870.33,0,0,,38:47.9,30:00.0,38:47.9,
642,77550,78660,2,Galveston,TX,Pflugerville,TX,Rate source1,3,590.32,623.62,657.94,0,0,,38:50.6,30:00.0,38:50.6,
643,17545,06088,2,Elstonville,PA,East Windsor,CT,Rate source1,3,845.39,914.49,1054.16,0,0,,39:01.4,30:00.0,39:01.4,
644,72201,77002,2,Little Rock,AR,Clutch City,TX,Rate source1,3,1109.29,1147.1,1211.35,0,0,,39:09.9,30:00.0,39:09.9,
645,31829,31024,2,Columbus,GA,Eatonton,GA,Rate source1,3,549.48,677.35,814.14,0,0,,39:47.8,30:00.0,39:47.8,
646,77301,47933,1,Beach,TX,Crawfordsville,IN,Rate source1,3,1815.96,1964.34,2177.11,0,0,,40:26.9,30:00.0,40:26.9,
647,52801,48757,1,Davenport,IA,Reese,MI,Rate source1,3,1341.4,1361.39,1378.72,0,0,,38:53.6,30:00.0,38:53.6,
648,78040,52172,1,Laredo,TX,Ludlow,IA,Rate source1,3,1803.04,1864.51,1941.98,0,0,,39:27.3,30:00.0,39:27.3,
649,76031,77478,2,Cleburne,TX,Sugar Land,TX,Rate source1,3,607.38,655.87,673.46,0,0,,39:41.4,30:00.0,39:41.4,
650,27330,70301,2,Buffalo Lake,NC,Thibodaux,LA,Rate source1,3,1578.53,1651.87,1741.27,0,0,,39:53.4,30:00.0,39:53.4,
651,33563,27401,2,Plant City,FL,Greensboro,NC,Rate source1,3,782.92,846.94,905.03,0,0,,38:54.9,30:00.0,38:54.9,
652,13760,02902,2,Campville,NY,Providence,RI,Rate source1,3,950.24,1011.61,1088.6,0,0,,39:01.2,30:00.0,39:01.2,
653,78040,54935,1,Laredo,TX,Fond Du Lac,WI,Rate source1,3,1857.83,1930.25,2025.38,0,0,,39:15.0,30:00.0,39:15.0,
654,06374,02338,2,Plainfield,CT,Halifax,MA,Rate source1,3,455,476.49,494.24,0,0,,39:57.7,30:00.0,39:57.7,
655,24477,21219,2,Stuarts Draft,VA,Baltimore,MD,Rate source1,3,844.51,933.7,1074.07,0,0,,40:05.9,30:00.0,40:05.9,
656,77002,67202,2,Clutch City,TX,Wichita,KS,Rate source1,3,1026.8,1119.22,1253.28,0,0,,40:20.6,30:00.0,40:20.6,
657,53933,90221,2,Fox Lake,WI,Compton,CA,Rate source1,3,2906.05,3058.64,3219.39,0,0,,39:14.2,30:00.0,39:14.2,
658,29440,28202,2,Georgetown,SC,Charlotte,NC,Rate source1,3,683.41,710.67,728.89,0,0,,39:29.7,30:00.0,39:29.7,
659,77550,57103,2,Galveston,TX,Sioux Falls,SD,Rate source1,3,1717.04,1767.36,1839.07,0,0,,39:36.7,30:00.0,39:36.7,
660,54935,90220,1,Fond Du Lac,WI,Compton,CA,Rate source1,3,3152.74,3268.13,3319.17,0,0,,40:12.9,30:00.0,40:12.9,
661,08102,35160,2,Camden,NJ,Talladega,AL,Rate source1,3,1419.98,1495.71,1571.46,0,0,,40:28.1,30:00.0,40:28.1,
662,15522,78040,2,Bedford,PA,Laredo,TX,Rate source1,3,2474.81,2552.01,2655.8,0,0,,39:18.4,30:00.0,39:18.4,
663,14504,14513,2,Manchester,NY,East Palmyra,NY,Rate source1,3,451.95,486.59,508.29,0,0,,40:29.8,30:00.0,40:29.8,
664,17821,20601,1,Danville,PA,Waldorf,MD,Rate source1,3,885.01,997.41,1115.44,0,0,,39:50.6,30:00.0,39:50.6,
665,83847,70401,1,Naples,ID,Hammond,LA,Rate source1,3,4984.84,5063.85,5157.1,0,0,,39:56.4,30:00.0,39:56.4,
666,08608,45202,2,Trenton,NJ,Cincinnati,OH,Rate source1,3,1047.83,1100.55,1161.2,0,0,,40:12.2,30:00.0,40:12.2,
667,60455,44702,1,Bedford Park,IL,Canton,OH,Rate source1,3,1387.4,1394.85,1419.72,0,0,,40:36.9,30:00.0,40:36.9,
668,70438,70090,2,Franklinton,LA,Vacherie,LA,Rate source1,3,772.13,814.83,854.6,0,0,,40:38.6,30:00.0,40:38.6,
669,21227,55068,2,Arbutus,MD,Rosemount,MN,Rate source1,3,1940.7,1992.18,2040.43,0,0,,40:43.9,30:00.0,40:43.9,
670,95037,77301,1,Morgan Hill,CA,Beach,TX,Rate source1,3,3140.57,3261.69,3329.41,0,0,,40:46.7,30:00.0,40:46.7,
671,10001,90001,2,GPO,NY,Firestone Park,CA,Rate source1,3,3444.61,3530.9,3647.88,0,0,,40:52.1,30:00.0,40:52.1,
672,77002,75201,2,Clutch City,TX,Dallas,TX,Rate source1,3,616.91,640.41,665.56,0,0,,40:56.1,30:00.0,40:56.1,
673,15136,54762,1,Mc Kees Rocks,PA,Prairie Farm,WI,Rate source1,3,1377.92,1388.24,1407.25,0,0,,40:57.7,30:00.0,40:57.7,
674,29483,27401,2,Knightsville,SC,Greensboro,NC,Rate source1,3,646.61,713.95,876.49,0,0,,41:04.7,30:00.0,41:04.7,
675,24301,30038,2,Pulaski,VA,Lithonia,GA,Rate source1,3,660.63,700.59,796.24,0,0,,41:07.6,30:00.0,41:07.6,
676,54801,43040,1,Spooner,WI,Marysville,OH,Rate source1,3,1814.58,1855.06,1900.04,0,0,,41:13.9,30:00.0,41:13.9,
677,54935,90221,2,Fond Du Lac,WI,Compton,CA,Rate source1,3,2959.14,3067.59,3245.09,0,0,,41:14.6,30:00.0,41:14.6,
678,66518,52590,2,Oketo,KS,Seymour,IA,Rate source1,3,767.52,780.47,802.97,0,0,,41:22.4,30:00.0,41:22.4,
679,15301,17042,2,Washington,PA,Avon,PA,Rate source1,3,878.1,904.91,971.78,0,0,,41:23.3,30:00.0,41:23.3,
680,52801,78610,1,Davenport,IA,Buda,TX,Rate source1,3,2051.3,2108.39,2165.52,0,0,,41:24.9,30:00.0,41:24.9,
681,18062,46320,2,Macungie,PA,Hammond,IN,Rate source1,3,1118.17,1194.62,1300.76,0,0,,41:30.9,30:00.0,41:30.9,
682,52778,76802,2,Lime City,IA,Brownwood,TX,Rate source1,3,1842.85,1998.67,2159.34,0,0,,41:35.7,30:00.0,41:35.7,
683,19092,30303,1,Philadelphia,PA,Atlanta,GA,Rate source1,3,1522.5,1550.32,1572.21,0,0,,41:36.1,30:00.0,41:36.1,
684,75165,73102,2,Waxahachie,TX,Oklahoma City,OK,Rate source1,3,674.77,710.71,744.35,0,0,,41:45.2,30:00.0,41:45.2,
685,61354,18704,2,Peru,IL,Courtdale,PA,Rate source1,3,1793.71,1922.21,2042.93,0,0,,41:47.2,30:00.0,41:47.2,
686,60601,60131,2,Chicago,IL,Franklin Park,IL,Rate source1,3,347.81,401.51,453.67,0,0,,41:51.1,30:00.0,41:51.1,
687,75165,77301,1,Waxahachie,TX,Beach,TX,Rate source1,3,965.94,1141.61,1216.64,0,0,,41:51.6,30:00.0,41:51.6,
688,31520,36830,2,Altama,GA,Auburn,AL,Rate source1,3,620.05,667,728.83,0,0,,41:53.2,30:00.0,41:53.2,
689,61602,43351,1,Peoria,IL,Upper Sandusky,OH,Rate source1,3,1076.71,1111.93,1157.28,0,0,,42:02.6,30:00.0,42:02.6,
690,54801,46168,2,Spooner,WI,Cartersburg,IN,Rate source1,3,1009.96,1144.07,1270.93,0,0,,42:05.1,30:00.0,42:05.1,
691,15122,46746,1,Pittsburgh,PA,Brighton,IN,Rate source1,3,1200.76,1276.09,1434.54,0,0,,42:10.4,30:00.0,42:10.4,
692,17050,54701,2,Goodhope,PA,Caryville,WI,Rate source1,3,1585.18,1651.72,1723.91,0,0,,42:11.4,30:00.0,42:11.4,
693,72315,80012,1,Blytheville,AR,Aurora,CO,Rate source1,3,3174,3249.2,3311.04,0,0,,42:13.2,30:00.0,42:13.2,
694,76031,06101,2,Cleburne,TX,Hartford,CT,Rate source1,3,2950.48,3017.29,3103.19,0,0,,42:16.1,30:00.0,42:16.1,
695,33602,38343,2,Tampa,FL,Humboldt,TN,Rate source1,3,781.33,860.45,923.35,0,0,,42:22.9,30:00.0,42:22.9,
696,71301,77002,1,Alex,LA,Clutch City,TX,Rate source1,3,800.91,872.91,1028.5,0,0,,42:25.4,30:00.0,42:25.4,
697,78537,47933,2,Donna,TX,Crawfordsville,IN,Rate source1,3,2624.2,2703.92,2755.34,0,0,,42:25.8,30:00.0,42:25.8,
